username,tweet_text,tweet_raw,date,happy,angry,surprise,sad,fear,afinn,bing,sid,bertweet,bertweet_confidence
TheBruceBates,just in case someone thinks i deserve a win shrugs             btc bc1pf0s98gva7la6r9srepywwr4llqea8t0r4fj8qkdqqac0f9y5624sxpsmqq  eth 0x78046716a783b94240ff6b4ba6580f6d5690423a  sol erzfrckpaq7ddrwer57n8p3w1zuvyhhucyeseyeebnoa  ada addr1q8dxlqu824ghzn3extm8zjqzmr2u5fy4p0jpaqs6w8jpt4wkpgtm6wkc0me3gmgfgdadnpzdcj24yz3znme5w7kvm8vs0thea2  xtz tz2tl7ke3xyxwi4jbs6egscmpep9z9xrv86y,Just in case someone thinks I deserve a win. *shrugs*............BTC: bc1pf0s98gva7la6r9srepywwr4llqea8t0r4fj8qkdqqac0f9y5624sxpsmqqETH: 0x78046716a783B94240ff6b4Ba6580F6D5690423ASOL: ErzFrcKPAq7DDRwEr57n8P3w1ZUvYhHUcyeSEYEEbNoAADA: addr1q8dxlqu824ghzn3extm8zjqzmr2u5fy4p0jpaqs6w8jpt4wkpgtm6wkc0me3gmgfgdadnpzdcj24yz3znme5w7kvm8vs0thea2XTZ: tz2TL7ke3xyxWi4JbS6egscmpEP9Z9XrV86y,01/18/2024,0.0,0.0,0.5,0.0,0.5,4,1,0.5859,1,0.5370023846626282
turuksoz,hi sanat sgbs issued in dec 2023 are credited to your demat account you wouldve received an email from cdsl when the sgbs were credited to your account once listed on the secondary market you will be able to see them under kite holdings until then you should be able to see the units only on consolezerodhacom under the holdings page with isin in0020230168 it usually takes 1015 days from the date of issuance for the sgbs to list on exchanges,Hi Sanat SGBs issued in Dec 2023 are credited to your demat account. You wouldve received an email from CDSL when the SGBs were credited to your account. Once listed on the secondary market you will be able to see them under Kite holdings. Until then you should be able to see the units only on console.zerodha.com under the holdings page with ISIN “IN0020230168.” It usually takes 10-15 days from the date of issuance for the SGBs to list on Exchanges.,01/19/2024,0.1,0.0,0.2,0.1,0.6,0,0,0.6124,0,0.9697399139404297
zerodhaonline,i sold most of my bag here as i think it has its first peak here and extremely happy with my profits takes me to 34 sol profit in 3 days,i sold most of my bag here as I think it has its first peak here and extremely happy with my profits takes me to 34 $SOL profit in 3 days,01/20/2024,0.4,0.0,0.2,0.0,0.4,3,1,0.8687,1,0.9761430025100708
PledgeOnSol,yes got hacked,Yes got hacked,01/20/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,0.7651062607765198
RWALINDAP,redcurry is like money but better    join the waitlist bitlyjoinredcurrywaitlis,Redcurry is like moneybut better. ↓ Join the waitlist ↓bit.ly/join-redcurry-waitlis…,01/20/2024,0.0,0.0,0.0,0.0,0.0,3,1,0.8126,0,0.6982881426811218
vitytradez,my entire aura is bullish is yours,My entire aura is bullish... is yours?,01/20/2024,0.0,0.0,0.0,0.0,1.0,0,1,0.0,0,0.5034700036048889
Ludocoinonsol,something big is coming on solana    drop your sol wallets,Something big is coming on Solana🐣💚+♻️ & Drop your $SOL Wallets 👇,01/19/2024,0.0,0.0,1.0,0.0,0.0,0,0,-0.2732,1,0.964583694934845
Krampus_Sol,following larty_space lead here and i will match it   okay i will giveaway 1m robert to the random lucky mfer who 1 like and comment 2 rt 3 must follow kingrobertcoin and this acc  24 hours   may the sol frog spirit be with you,Following @larty_space lead here and I will match it: Okay I will giveaway 1M $ROBERT to the random lucky mfer who:1. Like and comment2. RT3. Must follow @KingRobertCoin and this acc24 hours ⏲️May the SOL Frog spirit be with you 🥂🐸,01/19/2024,0.33,0.0,0.33,0.33,0.0,6,4,0.7845,1,0.8304318189620972
BozoCollective,giving out 10m bozo to 50 people  100m bozo to 1 winner  like  rt search for bozo on cmc here coinmarketcapcom add to your watchlist post proof in comments  solana bonk myro chonky gecko sol,Giving out 10m $BOZO to 50 People & 100M $Bozo to 1 winner.Like + RTSearch for $BOZO on CMC here: coinmarketcap.com/Add to your watchlist.Post proof in comments.#solana $bonk $myro $chonky $gecko $sol,01/19/2024,0.0,0.0,0.0,0.33,0.67,6,3,0.8271,0,0.8883312344551086
GeorgeMonbiot,slammed harambe on sol will buy a pet gorilla at 200m,slammed $harambe on sol will buy a pet gorilla at 200m,01/18/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9331752061843872
