username,tweet_text,tweet_raw,date,happy,angry,surprise,sad,fear,afinn,bing,sid,bertweet,bertweet_confidence
EnigmaStrat3gy,start your crypto journey now      cult    spy   cryptocurrencyeducation  masterful    sol    atom    profitabletrading    solana    cryptosaver    moneysaving    gains    profitdetroit   enigmastrategyukbuybitcoi,Start Your Crypto Journey Now . 🤖  $CULT  🔗  #SPY  🎯 #CryptocurrencyEducation 💱 masterful  👀  $SOL  🚀  #ATOM  🏵️  #ProfitableTrading  🤖  #Solana  🎨  #CryptoSaver  💳  #MoneySaving  🏦  #Gains  ⚡️  #ProfitDetroit  🎨 enigmastrategy.uk/buy-bitcoi…,02/11/2024,0.0,0.0,0.0,0.0,0.0,2,2,0.34,1,0.5895865559577942
pepe29425642687,gem with massive pump  chinu,Gem with massive pump  $CHINU,02/11/2024,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.9206797480583191
AbbanafiuANA,i have claimed a free sval ticket to win 100 on valentines day visit solvallove to get a free ticket and join the first love community on solana network sval solval solana sol val valentine crypto,I have claimed a free $SVAL ticket to win $100 on Valentines day. Visit SolVal.love to get a free ticket and join the first love community on @Solana network. #SVAL #SolVal #Solana #Sol #Val #Valentine #Crypto,02/11/2024,0.67,0.0,0.17,0.0,0.17,10,4,0.9501,1,0.6656884551048279
B3W1tchDSparr0w,i see your point now its possible its just a animation gimmick since the toothpick does go flying that way,I see your point now its possible its just a animation gimmick since the toothpick does go flying that way,02/11/2024,0.0,0.0,1.0,0.0,0.0,0,-1,0.0,0,0.8935690522193909
jenniesrenes,rosé has created her own broadcast channel on ig,rosé has created her own broadcast channel on ig!,02/11/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.25,0,0.8918637037277222
NickNFTn,1 winner eth or sol  24 hours   rt  like   comment done  crypto memecoin,1 Winner $ETH or $SOL • 24 Hours• RT + Like 🔔• Comment Done#Crypto #Memecoin,02/11/2024,0.0,0.0,0.0,0.0,0.0,6,3,0.743,0,0.8462843894958496
finnmertens,its 2am and i havent counted stocks yet but im moving stores and starting followers and reviews from 0  not announcing until i put items inside but ive been reediting photos all day if any ph friends want to hit followbanana shopeephbananabuns,its 2am and i havent counted stocks yet but im moving stores and starting followers and reviews from 0 ... not announcing until i put items inside but ive been re-editing photos all day.... if any ph friends want to hit follow🥹...banana shopee.ph/bananabuns,02/10/2024,0.33,0.17,0.0,0.17,0.33,1,0,0.6808,0,0.9119027256965637
LiveTrade_Group,weekly watchlist  all charts posted in discord   dscggtradingmkt sol uma tia trb xai sei link xrp btc eth bnb arb manta matic sui op sand ondo meme magic myro flow vmint ondo wif,Weekly Watchlist 📈All Charts posted in discord👉 dsc.gg/tradingmkt$SOL $UMA $TIA $TRB $XAI $SEI $LINK $XRP $BTC $ETH $BNB $ARB $MANTA $MATIC $SUI $OP $SAND $ONDO $MEME $MAGIC $MYRO $FLOW $VMINT $ONDO $WIF,02/11/2024,0.0,0.0,1.0,0.0,0.0,-2,0,0.1531,0,0.9585075378417969
ballin_ix,pepe on sol just blew through ath,$PEPE on $SOL just blew through ATH 🚀🚀,02/11/2024,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0.8609409332275391
PipoOnSolana,pipo airdrop is open   step 1      follow  step 2  drop your sol wallet  first 500 wallets,$PIPO Airdrop is open 😺STEP 1 : 💟 & 🔁 + Follow 🔔STEP 2 : Drop your $SOL walletFirst 500 wallets 👀,02/10/2024,0.0,0.0,0.0,0.0,1.0,-1,1,-0.2732,0,0.9008895754814148
