username,tweet_text,tweet_raw,date,happy,angry,surprise,sad,fear,afinn,bing,sid,bertweet,bertweet_confidence
Raph_Bloch,atom eth sol tia fiat  btc,ATOM ETH SOL TIA FIAT & BTC,02/20/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.5106,0,0.9352834820747375
naevio3d,now im glad i never mint on sol selling is already a struggle but noticing buyer burn your piece is on another level,now Im glad I never mint on sol. selling is already a struggle. but noticing buyer burn your piece is on another level 😞,02/20/2024,0.33,0.0,0.0,0.33,0.33,1,-1,0.09,0,0.6497774124145508
saturnonsolana,sol airdrop open     step 1      follow step 2  drop your solana wallet  first 666 wallets,$SOL AIRDROP OPEN 🪂  ?STEP 1 : 💟 & 🔁 + FollowSTEP 2 : Drop your Solana walletFirst 6️⃣6️⃣6️⃣ wallets 👀,02/19/2024,0.0,0.0,0.0,0.0,1.0,-1,1,-0.2732,0,0.970533549785614
AnnaAda48719353,unlock the gates to crypto prosperity join our discord for our exclusive trading signals discordggkqx3apajnn btc sol alt manta sui arb api3 ada yfii ondo tia uma bonk rune xai celo bsv beam pyth avax trb honk arb pyth ron inj ldo rndr rose,Unlock the gates to crypto prosperity. Join our Discord for our exclusive trading signals!👇 ✅discord.gg/kQx3APajNN$BTC $SOL $ALT $MANTA $SUI $ARB #API3 $ADA $YFII $ONDO $TIA $UMA $BONK $RUNE $XAI $CELO $BSV $BEAM $PYTH $AVAX $TRB $HONK $ARB $PYTH $RON $INJ $LDO $RNDR $ROSE,02/20/2024,1.0,0.0,0.0,0.0,0.0,1,0,0.5106,1,0.6923088431358337
mrbrown_nft,sol giveaway     sol winners   must 1 rt like   2 follow mrbrown_nft  3 comment sol address    24hrs  sol sol crypto,🎁 SOL Giveaway 🎁 💰 $SOL Winners 💰Must:1- RT Like  2- Follow @mrbrown_nft (🔔)3- Comment SOL address 👇 ⏳24HRS#SOL $SOL #Crypto,02/19/2024,0.0,0.0,0.0,0.0,0.0,2,3,0.6808,0,0.9167232513427734
Cryptonftarmy,sol collab giveaway   prizes  5x wl  free mint  degencatsnft  to enter 1 follow  degencatsnft and  cryptonftarmy  2 rt   3 tag 3 friends   join discord discordcominvitevfawxqex  end in 48 hours,🎁 Sol Collab Giveaway 🎁Prizes:🏆 5x WL ( free mint ) @DegenCatsNFTTo Enter:1️⃣ Follow  @DegenCatsNFT and  @Cryptonftarmy2️⃣ RT & ❤️.3️⃣ Tag 3 friends Join discorddiscord.com/invite/vfawxqexEnd in 48 hours,02/20/2024,0.67,0.0,0.0,0.0,0.33,0,1,0.836,0,0.7576423287391663
GundamPlanet,wait they actually did the picture wozhike knew exactly what they were doing,wait they actually did the picture @wozhike knew EXACTLY what they were doing,02/17/2024,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0.9189908504486084
emolinale4,stop thinking about price and start thinking about distribution no matter what project youre part of get out there and spread it like wild fire,Stop thinking about price and start thinking about distribution. No matter what project youre part of get out there and spread it like wild fire.,02/20/2024,0.0,0.0,0.0,0.0,1.0,-1,0,-0.4939,0,0.7027050256729126
armaniferrante,giveaway   i just entered meta_winners 5 eth raffle that draws in 4 hours  enter on metawincom  im giving away 50 in sol to 1 person who likes  rts  tags 2 friends go,GIVEAWAY!! 👀🚀I just entered @Meta_Winners 5 $ETH raffle that draws in 4 hours!Enter on metawin.comI’m GIVING AWAY $50 in $SOL to 1 person who Likes ❤️ RTs & Tags 2 friends! GO!!,02/19/2024,0.25,0.25,0.0,0.0,0.5,2,2,0.8074,0,0.7570803761482239
CarbzXBT,𝗚𝗜𝗩𝗘𝗔𝗪𝗔𝗬 𝗧𝗜𝗠𝗘   time to give back to the community   2 sol 220  10 og spots  20 wl spots  follow like  rt to be elegible  winners in 24 hours,🪖 𝗚𝗜𝗩𝗘𝗔𝗪𝗔𝗬 𝗧𝗜𝗠𝗘 🪖Time to give back to the community!❆ 2 SOL ($220)❆ 10 OG Spots❆ 20 WL SpotsFollow Like & RT to be elegible.Winners in 24 hours. 🧊,02/19/2024,0.0,0.0,0.0,0.0,1.0,2,2,0.6808,1,0.5668526291847229
0xAbhiP,have you been missing generational wealth from web3 gaming airdrops  qorpoworld just launched their airdrop campaign and youll want to keep an eye on this one   qorpo is a gaming ecosystem built for real ownership of digital assets and player involvement with two live games citizenconflict playaneemate qorpo is the utility token powering the ecosystem with a deflationary mechanism giving holders governance rights and can be staked to earn ingame benefit  how to farm  create an account  complete task  refer friends  only 1449799 tokens are allocated for this airdrop campaign   qorpo recently recorded over 60k uaw indicating the growing userbase and have teased 5 major big events before may  tge is scheduled for q1 2024,Have you been missing generational wealth from Web3 gaming airdrops?@QORPOworld just launched their airdrop campaign and youll want to keep an eye on this one 👇QORPO is a gaming ecosystem built for real ownership of digital assets and player involvement with two live games @CitizenConflict @playaneemate$QORPO is the utility token powering the ecosystem with a deflationary mechanism giving holders governance rights and can be staked to earn in-game benefitHow to farm- Create an account- Complete Task- Refer friendsOnly 1449799 tokens are allocated for this airdrop campaign 👀QORPO recently recorded over 60K UAW indicating the growing userbase and have teased 5 major big events before May.TGE is scheduled for Q1 2024 🫵,02/19/2024,0.07,0.07,0.0,0.21,0.64,9,1,0.9118,0,0.8178231120109558
WhiteSocietyNFT,𝗚𝗜𝗩𝗘𝗔𝗪𝗔𝗬 𝗧𝗜𝗠𝗘   time to give back to the community   2 sol 220  10 og spots  20 wl spots  follow like  rt to be elegible  winners in 24 hours,🪖 𝗚𝗜𝗩𝗘𝗔𝗪𝗔𝗬 𝗧𝗜𝗠𝗘 🪖Time to give back to the community!❆ 2 SOL ($220)❆ 10 OG Spots❆ 20 WL SpotsFollow Like & RT to be elegible.Winners in 24 hours. 🧊,02/19/2024,0.0,0.0,0.0,0.0,1.0,2,2,0.6808,1,0.5668526291847229
NftSariyildiz,thank you so much for mentioning me dear tai this is so good shot my dear friend,Thank you so much for mentioning me dear Tai.This is so good shot my dear friend❤️📸,02/20/2024,0.33,0.0,0.67,0.0,0.0,9,2,0.9279,1,0.9923346638679504
junranghae_hui,fallin flower opening is enough to make anyone fall in love with her,Fallin flower opening is enough to make anyone fall in love with HER.,02/19/2024,0.33,0.0,0.0,0.33,0.33,3,1,0.6369,1,0.9722921252250671
hira_daily,gm to day one of silhouettes  first i am really happy with the support by all of you and appreciating my art makes me more happy  our journey just started 12 hours ago  few stats about silhouettes collection   72 unique holders 722 holders  1500 sol 165000 secondary volume  highest sale 144 sol 1584  in discord there already 3 whitelist raffle for really amazing upcoming collections  trails by pobedeen  flux by dario_desiena  veil by rocketgirlnft   discord link in next tweet,gm to day one of Silhouettes!First I am really happy with the support by all of you and appreciating my art makes me more happy🧡Our journey just started 12 hours agoFew stats about Silhouettes collection- 72% unique holders (722 holders)- 1500 SOL ($165.000) secondary volume- Highest sale 14.4 SOL ($1584)In discord there already 3 Whitelist raffle for really amazing upcoming collections:TRAILS by @pobedeen FLUX by @Dario_Desiena VEIL by @rocketgirlNFT Discord link in next tweet👇🏾,02/19/2024,0.57,0.0,0.14,0.29,0.0,10,2,0.9228,1,0.9923298954963684
2sl0w_,if u remember this youre def a solana og,if u remember this you’re def a solana OG,02/19/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0.800025224685669
TheEliteCrypto,gm everyone   𝐁𝐚𝐜𝐤𝐩𝐚𝐜𝐤 𝐄𝐱𝐜𝐡𝐚𝐧𝐠𝐞 the creators of madlads nft hits 1 billion trading volume in just 24 hours backpacks solusdc is the most traded pair surpassing 𝑩𝒊𝒏𝒂𝒏𝒄𝒆 and 𝑩𝒚𝒃𝒊𝒕  how many of you traded there,GM everyone ☀️𝐁𝐚𝐜𝐤𝐩𝐚𝐜𝐤 𝐄𝐱𝐜𝐡𝐚𝐧𝐠𝐞 the creators of MadLads NFT hits $1 billion trading volume in just 24 hours. Backpack’s SOL/USDC is the most traded pair surpassing 𝑩𝒊𝒏𝒂𝒏𝒄𝒆 and 𝑩𝒚𝒃𝒊𝒕How many of you traded there? 👀,02/20/2024,0.0,0.5,0.5,0.0,0.0,0,1,0.0,1,0.5549964308738708
KarokiNjogu,goood morning   _public sale is live for the faces of feelings _3 unique artworks each for 02 sol  only on exchgart  exchangeartserieseditzgt,Goood morning! 🔥_PUBLIC SALE is live for The Faces of Feelings_3 Unique Artworks each for 0.2 SOLOnly on @exchgART 👀exchange.art/series/edit/ZGt…,02/19/2024,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1,0.8809086084365845
vpandav,did you know   you can become a verifier on zeusnetworkhq by staking sol or lsdsol and running a node  earn rewards by staking your sol or lsdsol on zeus network,Did you know? You can become a verifier on @ZeusNetworkhq by staking SOL or LSD-SOL and running a node.Earn rewards by staking your $SOL or LSD-SOL on Zeus Network ⛈️,02/20/2024,0.0,0.0,0.0,0.0,1.0,2,0,0.4767,1,0.54300856590271
Simsterr_,bought simsterrsol the guy owning simsol is asking for 5k usd,Bought simsterr.sol the guy owning sim.sol is asking for 5K usd,02/20/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9677442908287048
CryptoMafia420,drop your sol wallets  retweet   turn on notifications   see you in 24 hours,Drop your $SOL wallets & retweet 🎁Turn on notifications 🔔See you in 24 hours ⏰,02/19/2024,0.0,0.0,1.0,0.0,0.0,-1,0,-0.2732,0,0.910426139831543
BSCNews,update cryptocurrency market hits an alltime high with a staggering 245 billion in investment product inflows last week more details  bitcoinetf btc cryptonews ethereum bscnewspostcryptomarket,UPDATE: Cryptocurrency market hits an all-time high with a staggering $2.45 billion in investment product inflows last week. More details…↓#BitcoinETF #BTC #CryptoNews #Ethereumbsc.news/post/crypto-market-…,02/20/2024,0.0,0.2,0.2,0.0,0.6,0,0,0.0,1,0.9527888298034668
RyoshiExchange,first 1500 solana wallets gets a guaranteed airdrop   follow like retweet  sol,First 1500 Solana wallets gets a guaranteed airdrop 👾Follow🔔 Like❤️ Retweet 🔁 #SOL,02/19/2024,0.0,0.0,0.0,0.0,0.0,2,1,0.3612,1,0.5998114943504333
Muhammad__Nazir,568264 surreal,568264% surreal,02/20/2024,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.9203007817268372
AnnaAda48719353,maximize your crypto gains with our free trading signals join our discord now discordggkqx3apajnn btc sol minu wld kas jup pixel fet vet agix ckb rndr sei zeta inj lpt link phb pyth sui beam mavia blur tai eth gal doge dym xrp op pepe ai,Maximize your crypto gains with our free trading signals! Join our Discord now!👉discord.gg/kQx3APajNN$BTC $SOL $MINU $WLD $KAS $JUP $PIXEL $FET $VET $AGIX $CKB $RNDR $SEI $ZETA $INJ $LPT $LINK $PHB $PYTH $SUI $BEAM $MAVIA$BLUR $TAI $ETH $GAL $DOGE $DYM $XRP $OP $PEPE $AI,02/20/2024,1.0,0.0,0.0,0.0,0.0,2,0,0.6369,1,0.7606655955314636
JulianEth14,im giving away  3000 in inj 6000 in sol 10000 in bnb 30000 in btc 50000 in eth  rules like retweet  follow me   if youre not following me you will be disqualified  good luck fellas,I’m giving away:$3000 in $INJ$6000 in $SOL$10000 in $BNB$30000 in $BTC$50000 in $ETHRules: like retweet & follow me.* If you’re not following me you will be disqualifiedGood luck fellas!! 🫡,02/19/2024,0.25,0.25,0.0,0.0,0.5,6,3,0.7906,1,0.5069974660873413
dukocoinsol,duko airdrop open for 12h   drop your solana sol address below  rt   every wallet gets 1000000 duko  check your wallet in 12h,$DUKO AIRDROP OPEN FOR 12H 🪂Drop your Solana $SOL address below & RT 👇🏻Every wallet gets 1.000.000 $DUKOCheck your Wallet in 12h! ⏰,02/20/2024,0.0,0.0,0.0,0.0,1.0,-1,0,-0.2732,0,0.9435989856719971
MoontokListing,月兔雷霆  moontok xpress  internet net moontokiocoinsinternet5  ccdbdznbxc8ggkqy9da8ynxma1hfmarttdff2uph3lkf  liq 39164  mc 296561  altcoin memecoins internetonsol moontokofficial,⚡ 月兔雷霆 - Moontok XpressInternet ($NET)moontok.io/coins/internet-5CcdBdzNBXc8GgKqy9DA8YnXmA1HFmaRTtdfF2uPH3LkfLIQ: $39164 | MC: $296561#altcoin #memecoins @InternetOnSol @moontokofficial,02/20/2024,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.9600284695625305
serc1n,gm to day one of silhouettes  first i am really happy with the support by all of you and appreciating my art makes me more happy  our journey just started 12 hours ago  few stats about silhouettes collection   72 unique holders 722 holders  1500 sol 165000 secondary volume  highest sale 144 sol 1584  in discord there already 3 whitelist raffle for really amazing upcoming collections  trails by pobedeen  flux by dario_desiena  veil by rocketgirlnft   discord link in next tweet,gm to day one of Silhouettes!First I am really happy with the support by all of you and appreciating my art makes me more happy🧡Our journey just started 12 hours agoFew stats about Silhouettes collection- 72% unique holders (722 holders)- 1500 SOL ($165.000) secondary volume- Highest sale 14.4 SOL ($1584)In discord there already 3 Whitelist raffle for really amazing upcoming collections:TRAILS by @pobedeen FLUX by @Dario_Desiena VEIL by @rocketgirlNFT Discord link in next tweet👇🏾,02/20/2024,0.57,0.0,0.14,0.29,0.0,10,2,0.9228,1,0.9923298954963684
