username,tweet_text,tweet_raw,date,happy,angry,surprise,sad,fear,afinn,bing,sid,bertweet,bertweet_confidence
TheDaddySabian,t minus  2 hours   drop your sol wallet  you may be airdropped,T minus - 2 hours 🤫Drop your SOL wallet & you may be airdropped,02/14/2024,0.0,0.0,0.0,0.0,0.0,-1,0,-0.2732,0,0.9614775776863098
EskoTorkkola,art by girolamo ai general knowledge chatbot  beta                the wounded angel 3   jpgstorecollectionaiartgp replyada askgirolamo cgi cardano ada btc cate sol eth link bonk ftt cas pepe xrp icp blockchain crypto ai python aiart,Art by #girolamo AI general knowledge chatbot  beta              The wounded angel 3.  jpg.store/collection/aiartgp…@replyada @askgirolamo $CGI #cardano #ada#btc #cate #sol #eth #link #bonk #ftt #cas #pepe #xrp #icp #blockchain #crypto #ai #python #AIart,02/14/2024,0.0,0.0,0.0,0.0,1.0,0,1,0.0,0,0.9572212100028992
cryptosile,i like near  closing this boring long here   26 spot use thor or not moving on  trading crypto bullish bullfrog,i like $near - closing this boring long here. ☕️🥶 +26% spot.. Use Thor or not! 🐸moving on..#trading #crypto #Bullish #bullfrog,02/14/2024,0.25,0.0,0.0,0.25,0.5,-1,1,-0.0323,0,0.5722457766532898
Eve6,trump is bad because hes an authoritarian and also if anyone says anything about biden that isnt worshipfully reverent they shouldnt be allowed to host a tv show,Trump is bad because hes an authoritarian and also if anyone says anything about biden that isnt worshipfully reverent they shouldnt be allowed to host a tv show,02/13/2024,0.0,0.0,1.0,0.0,0.0,-3,0,-0.6501,-1,0.9774077534675598
SaintFran13,after starknet shit show  solana still remains the best chain ever  jito airdrop for staking wen airdrop for swapping bonk airdrop for staking and holding dym airdrop for subscribing to drip and holding nfts etc  easy money with less stress   sol  strk,After starknet shit show  Solana still remains the best chain ever.$Jito airdrop for staking.$wen airdrop for swapping.$Bonk airdrop for staking and holding.$Dym airdrop for subscribing to drip and holding NFTs. etcEasy money with less stress .$SOL >>>> $STRK,02/13/2024,0.0,0.0,0.33,0.0,0.67,0,0,0.2484,1,0.8277554512023926
sanflowuers,happy san valentin to hanfuyu who are aggressively making out somewhere out there,happy san valentin to hanfuyu who are aggressively making out somewhere out there,02/14/2024,0.5,0.0,0.0,0.5,0.0,3,1,0.34,1,0.9790439605712891
nft_cryptogang,sending 10 million wen   drop your sol wallet rt  follow    24 hours,Sending 10 million $WEN 😸Drop your $SOL wallet RT & follow 🔔~ 24 hours ⏰,02/13/2024,0.0,0.0,0.0,0.0,1.0,-1,0,-0.2732,0,0.9509279727935791
atlasaastro,mayburi commission for jaire44   commisionart bridgetbrigade ggst,Mayburi commission for @Jaire44 ! 💙🧡 #commisionart #BridgetBrigade #GGST,02/14/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9673135876655579
nfftss,gm cousin,GM cousin!!,02/14/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.8246695399284363
PepeArmyWhale,hey lets talk please send me dm,hey👋 lets talk please send me DM💌💌,02/14/2024,0.0,0.0,0.25,0.25,0.5,1,0,0.3182,0,0.8310127854347229
LoveSolanaToken,love airdrop open for 12 hours   drop your solana sol address below follow   rt   every wallet gets 10000000 love,$LOVE Airdrop open for 12 hours 🪂Drop your Solana $SOL address below Follow 🔔 & RT 👇🏻Every wallet gets 10000000 $LOVE 💓,02/13/2024,0.67,0.0,0.0,0.0,0.33,5,2,0.8074,1,0.9733873009681702
114jpg,did you read this,Did you read this?,02/14/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9639361500740051
nft_clctr,gm amazing friends happy sunday all    my first oe on exchange is now live for just 005 sol   the coming storm  link,GM amazing friends happy Sunday all !! ☕My first OE on Exchange is now live for just 0.05 SOL 📷The Coming StormLink ⬇️,02/11/2024,0.4,0.0,0.4,0.2,0.0,7,2,0.891,1,0.9918745160102844
ZIBA_7777,3k stream decreasedthat bot shared wrong data yesterday we think lc left chart after all panic stream why only lc stream decreasedplease streaming lc contact with fanbase your own country for re chart lc if we want lc reach 1b before anniv need 26m stream on spotify global,3k stream decreasedthat bot shared wrong dataYesterday we think LC left chart after all panic stream why only LC stream decreased?please streaming LCContact with fanbase your own country for re chart LC if we want LC reach 1b before anniv need +2.6m stream on Spotify global,02/14/2024,0.0,0.0,0.0,0.0,1.0,-2,-2,-0.5574,-1,0.49895861744880676
slattmarc0,swans transaction drive program share a prize pool of up to 900000 swan tokens  join the transaction drive program and help supercharge the swan_chain testnet with onchain  activity  every transaction counts from deploying smartcontracts to bridging tokens and using dapps  including deploying lagrangedao spaces   the more you transact the bigger the prizepool grows with up to 900000 swan tokens up for grabs  heres how to join 1 head over to the guide docsswanchainioswantestn 2 start engaging in onchain activities  deploy smart contracts  transfer tokens  bridgetoken across chains  use dapps  deploy lagrangedao spaces 3 watch your transactions automatically tracked on the saturn explorer saturnexplorerswanchainio  dont wait  the more you interact the higher your chance of winning big,Swans Transaction Drive Program: Share a prize pool of up to 900000 SWAN tokens!Join the Transaction Drive Program and help supercharge the @swan_chain #testnet with #onchain  activity!  Every transaction counts from deploying #smartContracts to bridging tokens and using #dApps  (including deploying @lagrangedao spaces). ️⚡️The more you transact the bigger the #prizepool grows with up to 900000 SWAN tokens up for grabs!Heres how to join:1. Head over to the Guide: docs.swanchain.io/swan-testn…2. Start engaging in on-chain activities:- Deploy smart contracts- Transfer tokens- #Bridgetoken across chains- Use dApps & deploy @lagrangedao spaces3. Watch your transactions automatically tracked on the Saturn Explorer: saturn-explorer.swanchain.io…Dont wait!  The more you interact the higher your chance of winning big!,02/12/2024,0.0,0.0,0.23,0.0,0.77,13,5,0.9643,0,0.7122843265533447
plutoniumoxide,i am watching jesuscoinx like i said previously all og token on bsc and eth will come to sol what i learned in sol it will be like a dead for a day washing jeets and unbeliever this is the og religious token and potential sendor jesus solana nfa dyor dexscreenercomsolanagrwvc,I am watching @JesusCoinX like I said previously all OG token on BSC and ETH will come to SOL. What I learned in Sol it will be like a dead for a day washing jeets and unbeliever. This is the OG religious token and potential sendor.#jesus #solana #NFA #DYORdexscreener.com/solana/grwvc…,02/14/2024,0.33,0.0,0.33,0.0,0.33,2,1,-0.0772,0,0.9331157803535461
BerserkerForev1,gm  i wanna see all my friends win,GM.I wanna see all my friends win.,02/14/2024,0.5,0.0,0.0,0.5,0.0,4,1,0.7845,1,0.9693443179130554
pepedogsolana,pepdog presale is live    buy now  pepedogsolcom   10000 pepedog to the first 888 people who follows and retweets  drop your sol wallet address for bonus entry,🚨 $PEPDOG PRESALE IS LIVE 🚨👉 Buy now - Pepedogsol.com 👈$10000 #PEPEDOG to the first 888 people who follows and retweetsDrop your $SOL wallet address for Bonus Entry,02/13/2024,0.0,0.0,0.0,0.0,0.0,-1,1,0.34,1,0.5520493388175964
Nobio__noname,toji with kiss make me feel things,Toji with kiss make me feel things…,02/14/2024,0.0,0.0,0.5,0.5,0.0,2,0,0.4215,0,0.8517533540725708
0x_JohnGotti,mate didnt you tell people to rotate out of wif to gme,Mate didnt you tell people to rotate out of wif to gme?,02/14/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9413222074508667
solzinhodeouro,1 winner sol  45mins     rt   like my last rt   dont comment,1 Winner $SOL  45Mins!  ⏰- RT - Like my Last RT 👇🏻( Don’t comment !!! ),02/14/2024,0.0,0.0,0.0,0.0,0.0,6,3,0.743,0,0.9374864101409912
Gabriel53856455,giveaway x success post   few days ago we made two modules for our members and hit the new meta   40  sol profits on t22 from 1 member   50  pow minted from 1 member   giveaway   prize 2 weekly keys  duration 24h  requirements like  retweet  gl,GIVEAWAY x SUCCESS POST 🎁💸Few days ago we made two modules for our members and hit the new meta 40 + sol profits on T22 from 1 member 🔥50 + pow minted from 1 member 🤖GIVEAWAY Prize: 2 weekly keysDuration: 24hRequirements: Like + RetweetGL! 💙,02/14/2024,0.14,0.14,0.0,0.43,0.29,4,5,0.9287,1,0.5753359198570251
vision_aio,ep 14 pythnetwork   monad x pyth integration  community  acc  the future of ux  mdomcahill  keonehd  intern  opendanny,Ep. 14: @PythNetwork 🟣 Monad x Pyth Integration🟣 Community / Acc🟣 The future of UX@mdomcahill <> @keoneHD <> @intern <> @opendanny,02/13/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9257969260215759
CryptoTraders0,sol bnb  guys dont miss the next move in a few hours  cryptoalertssfatscalpscom,$SOL $BNB ⚠️👀 Guys Dont miss the next move in a few hours--> ➡️ crypto-alertss.fatscalps.com,02/14/2024,0.0,0.0,0.0,1.0,0.0,-2,-1,0.1139,1,0.74535071849823
KingMidasAu1,btc we got it 50k  and never going back eth gonna cross 3k and never look back soon   xyo loved adding dips half penny to dollars with developing and spreading geocaches  arb op sui hnt sol qnt and others looking for mega moves   crypto is hot   bitcoin btc eth,$btc we got it $50k + and never going back. $eth gonna cross $3k and never look back soon $XYO loved adding dips. Half penny to dollars with developing and spreading geocaches$arb $op $sui $hnt $sol $qnt and others looking for mega moves #crypto is HOT #Bitcoin #btc #eth,02/14/2024,0.17,0.17,0.0,0.33,0.33,3,2,0.5994,1,0.925342857837677
luleetv,killing aurelion sol is a duty but they buff this nightmare thanks rito,Killing Aurelion Sol is a duty but they buff this nightmare. Thanks rito,02/14/2024,0.0,0.0,0.33,0.0,0.67,-1,-2,0.2846,0,0.764522135257721
SuperFansTech,attention  double airdrop points starting tomorrow   2x airdrop points on every fanhub task all next week   join the airdrop  superfanstech solana socialfi,🚨ATTENTION🚨 Double #Airdrop Points Starting Tomorrow 2️⃣x #Airdrop Points on every FanHub Task all next week🚀 🚀Join the Airdrop👉  SuperFans.Tech#Solana #SocialFi,01/07/2024,0.0,0.0,1.0,0.0,0.0,1,0,0.296,0,0.7714845538139343
kvzco_,yeah same shit happening to gme on solana,Yeah same shit happening to $GME on solana,02/14/2024,0.0,0.0,1.0,0.0,0.0,-3,-1,-0.34,-1,0.9687683582305908
