username,tweet_text,tweet_raw,date,happy,angry,surprise,sad,fear,afinn,bing,sid,bertweet,bertweet_confidence
Dario_Desiena,show me you art on sol  a portion of the flux mint earning will go straight back in to the sol ecosystem cant wait to collect more dope art on sol flux_gen_art fluxgenart solart,Show me you art on SOL👀👇A portion of the FLUX mint earning will go straight back in to the SOL ecosystem. Can’t wait to collect more dope art on SOL @FLUX_GEN_ART#FLUXGENART #SOLART,02/08/2024,0.0,0.0,0.67,0.0,0.33,1,-1,0.2263,1,0.9787105321884155
CryptoWizardd,zig has a beauty of a chart trending up lots of news on the horizon  matter of time before this flies high,$ZIG has a beauty of a chart. Trending up. Lots of news on the horizon.Matter of time before this flies high.,02/08/2024,0.25,0.0,0.0,0.25,0.5,1,1,0.5994,1,0.9646843075752258
balochi5252,wow even trumps codefendant in his rico case says charlie kirk is an asshole meidastouchcomnewstrumpc,Wow. Even Trump’s co-defendant in his RICO case says Charlie Kirk is an asshole. meidastouch.com/news/trump-c…,02/08/2024,0.0,0.0,1.0,0.0,0.0,0,1,0.5859,-1,0.974480390548706
ssouzagomes2010,unlock the potential of your portfolio with our expert guidance  safesignalscom btc sol sei tia arb people xrp powr ordi honey pepe bonk icp trb eth perp cyber beam apt woo inj akt osmo kas fet bgb cspr op,Unlock the potential of your portfolio with our expert guidancesafe-signals.com$BTC $SOL $SEI $TIA $ARB $PEOPLE $XRP $POWR $ORDI $HONEY $PEPE $BONK $ICP $TRB $ETH $PERP $CYBER $BEAM $APT $WOO $INJ $AKT $OSMO $KAS $FET $BGB $CSPR $OP,02/08/2024,0.5,0.0,0.0,0.0,0.5,3,2,0.7506,1,0.7917091846466064
GalatasaraySK,honkie season started we cant wait for millions dont late wizzz  honkie_sol honk honkie honkie,$honkie season started.We cant wait for millions. Dont late wizzz@honkie_sol #Honk #Honkie $honkie,02/08/2024,0.0,0.0,0.5,0.5,0.0,0,0,0.0,1,0.9886166453361511
king_Sol17,exciting news  prepare yourself for our exclusive airdrop event in partnership with mexc  x polkadot     check out our website eventspolkadotnetwork   dont wait act now and stand a chance to win amazing rewards   sol ada xrp dot link ltc,🚀 Exciting News! 🚀Prepare yourself for our exclusive Airdrop event in partnership with #MEXC  x #Polkadot ! 📱✨🌐 Check out our website: events-polkadot.network😎 Dont wait! Act now and stand a chance to win amazing rewards! 💸🚀$SOL $ADA $XRP $DOT $LINK $LTC,02/08/2024,0.0,0.0,0.4,0.2,0.4,17,3,0.9468,1,0.9778648614883423
rizemp3,wen og   first 275 sol wallets discord soon,wen OG ⛩️first 275 sol wallets (discord soon),02/08/2024,0.0,0.0,0.0,0.0,0.0,-2,-1,-0.4019,0,0.9579590559005737
Ambitocom,20 giveaway 16h  1 x 20   usdt or sol   1rt  like  join discord  discordgg3hyenu4u sol solanamemecoin solana,🎁20$ #Giveaway 🎁16h💸1 X 20$  ( $Usdt or $SOL )1️⃣RT & Like & Join discord:👉 discord.gg/3HyeNU4U#sol #SolanaMemecoin #solana,02/08/2024,0.0,0.0,0.0,0.0,0.0,1,1,0.25,0,0.9137861728668213
solfatal,best trading community get next winning alerts here   chatroomlivetradingclub sol sui uma manta tia multi sei avax btc eth bnb arb ada apt ondo xai multi xmr wld pyth pepe myro savm lunc xai beam iota hnt icp stx fxs akt mkr ron ldo,Best trading community Get next winning alerts here:👇 ➡️chatroom.livetrading.club$SOL $SUI $UMA $MANTA $TIA $MULTI $SEI $AVAX $BTC $ETH $BNB $ARB $ADA $APT $ONDO $XAI $MULTI $XMR $WLD $PYTH $PEPE $MYRO $SAVM $LUNC $XAI $BEAM $IOTA $HNT $ICP $STX $FXS $AKT $MKR $RON $ldo,02/08/2024,0.5,0.0,0.0,0.0,0.5,7,2,0.8979,1,0.9447500705718994
Nisha97232379,hey fam  hope u have subscribe to polygonelijah  youtube pipedvideopolygonelijahs we will be having a lot of shows with our team and we will be doing some other events   next up  we will be talking about polygoncommons sandeepnailwal smokey_titan   this are legends,HEY FAMHope u have subscribe to @polygonElijah YouTube piped.video/@PolygonElijah?s…We will be having a lot of shows with our team and we will be doing some other events Next up We will be talking about @PolygonCommons @sandeepnailwal @Smokey_titan This are legends,02/08/2024,0.0,0.0,0.33,0.33,0.33,2,0,0.4404,1,0.8960549831390381
