username,tweet_text,tweet_raw,date,happy,angry,surprise,sad,fear,afinn,bing,sid,bertweet,bertweet_confidence
ShardiB2,sol  probably see a trend shift to green here soon,$SOLProbably see a trend shift to green here soon,02/09/2024,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.9086591601371765
vinsolana,mmm good job samoyedcoin i like what youre doing stan,Mmm good job @samoyedcoin i like what you’re doing $stan,02/09/2024,0.0,0.0,0.0,0.0,1.0,5,2,0.6597,1,0.98667311668396
cryptophrex,sol profits most likely to flow into inj,$SOL profits most likely to flow into $INJ,12/29/2023,0.0,0.0,0.0,0.0,1.0,0,0,0.4404,0,0.9440621733665466
claytopians_NFT,providing value is key  being clear about the purpose of your collection if it forms part of your financial raise be honest and state that in your whitepaper more to the point have a whitepaper  we spent 2 years creating our product before we even approached solana to start marketing what we had built  too many projects spin up collections of pfp art hoping to be the next bayc punks yoots etc most end up pulling liquidity from the eco system making promises of animated variants 3d or zombie variants resulting in more mints extracting more liquidity  more often than not giving nothing back  then fading into obscurity  our project spent 2 years  considerable funds creating our nft based characters for our game in all formats so that we can provide both jpeg pfp  fully hd animated versions of the characters from the get go  the fully rigged version of the character in an fbx file for download  we think nft collectorsinvestors are thinking differently which is why we thought about our project differently from the outset   investors  collectors are realising why would i buy into a project that hasnt invested a cent into itself  has no future plans other than additional mints and we are here for it   mediumcombabybullswelcom,Providing value is key & being clear about the purpose of your collection if it forms part of your financial raise be honest and state that in your whitepaper. More to the point have a whitepaper!We spent 2 years creating our product before we even approached Solana to start marketing what we had built.Too many projects spin up collections of pfp art hoping to be the next BAYC Punks Yoots etc most end up pulling liquidity from the eco system making promises of animated variants 3D or Zombie variants resulting in more mints extracting more liquidity & more often than not giving nothing back & then fading into obscurity.Our project spent 2 years & considerable funds creating our NFT based characters for our game in ALL formats. So that we can provide both jpeg pfp & fully HD animated versions of the characters from the get go + the fully rigged version of the character in an FBX file for download.We think NFT collectors/investors are thinking differently which is why we thought about our project differently from the outset. Investors & collectors are realising why would I buy into a project that hasnt invested a cent into itself & has no future plans other than additional mints and we are here for it. 🤝medium.com/@babybulls/welcom…,02/09/2024,0.0,0.05,0.15,0.3,0.5,4,1,0.8771,0,0.9059867858886719
Solmaxxi,sol is pushing for 110  remember anon this magic internet coin went down 3 days ago and hit 93  a doomsday scenario  now its up almost 20  now imagine after  btc halving solana summer breakpoint bull run  you are not ready for whats coming,$SOL is pushing for $110.Remember anon this magic internet coin went down 3 days ago and hit $93.A doomsday scenario.Now its up almost 20%.Now imagine after:BTC HalvingSolana SummerBreakpointBull Runyou are not ready for whats coming.,02/09/2024,0.38,0.12,0.38,0.0,0.12,0,1,-0.7105,0,0.6278120279312134
sharkdad81,pdex project is stronger than uni cake and inch all together  cryptoliveisgreatnet bitcoin btc eth matic ada sol cel mkr yfi theta bnb bch etc trx vra trias hot rune hbar,$PDEX project is stronger than $UNI $CAKE and $INCH all together 💎🚀cryptolive.is-great.net#BITCOIN $BTC $ETH $MATIC $ADA $SOL $CEL $MKR $YFI $THETA $BNB $BCH $ETC $TRX $VRA $TRIAS $HOT $RUNE $HBAR,02/09/2024,0.0,0.0,0.0,1.0,0.0,2,2,0.3818,1,0.9885132908821106
web3moe,to celebrate 59k followers heres a big giveaway   im giving away  1000 in btc 1000 in eth 1000 in sol 1000 in avax 1000 in kas  rules like retweet follow me   join my group down below     if youre not following me you will be disqualified  proof will be posted in my group down below in 48 hours   doing this for my community,To celebrate 59k+ followers here’s a big giveaway! 💎I’m giving away:$1000 in $BTC$1000 in $ETH$1000 in $SOL$1000 in $AVAX$1000 in $KASRules: like retweet follow me & join my group down below ⬇️ * If you’re not following me you will be disqualified.Proof will be posted in my group down below in 48 hours… Doing this for my community 💕,02/09/2024,0.0,0.17,0.33,0.0,0.5,5,2,0.7906,1,0.9376065135002136
yientulips,the squad cappysnft,the squad @CappysNFT,02/09/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9352952837944031
gr3gor14n,获得一等奖  eventspolkadotnetwork  虫洞w的空投的地址包括但不限以下 x polkadot  1 evm 地址  2 sol 地址  3 aptos 地址  4 sui 地址  5 sei 地址  6 eth 地址 7    china airdrop pork sol aave comp ftt cake dai wbtc shiba,🥰获得一等奖 - events-polkadot.network虫洞$W的空投的地址，包括但不限以下 x #Polkadot： 1、 $EVM 地址 2、 $SOL 地址 3、 $APTOS 地址 4、 $SUI 地址 5、 $SEI 地址 6、 $ETH 地址7、- - #China #Airdrop $PORK #SOL $AAVE $COMP $FTT $CAKE $DAI $WBTC $SHIBA,02/09/2024,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.975767195224762
HeteroChupalaaa,went to leh bank the other day they gave me more than i put in i then longed sol and got more than i put in lets hope the weekend continues to be prosperous thank you lehbronjames for showing me the way,Went to $LEH bank the other day. They gave me more than I put in. I then longed $SOL and got more than I put in. Let’s hope the weekend continues to be prosperous! Thank you #LEHbronJames for showing me the way!,02/09/2024,0.22,0.0,0.0,0.33,0.44,7,2,0.8176,1,0.9881987571716309
