username,tweet_text,tweet_raw,date,happy,angry,surprise,sad,fear,afinn,bing,sid,bertweet,bertweet_confidence
BitcoinClubb,first 2000 solana wallets gets a guaranteed free sol yes for real  drop your sol address       follow   check your wallet in 24 hours  solana solanaairdrop,First 2000 Solana wallets gets a guaranteed FREE SOL (yes for real)Drop your $SOL address 👇🏻💟 & 🔁 + Follow 🔔Check your wallet in 24 hours#Solana #SolanaAirdrop,02/15/2024,0.5,0.0,0.0,0.5,0.0,1,1,0.5994,1,0.6956220865249634
SanjeevS7Kuntia,join our thriving trader community today  safesignalscom btc sol alt manta sui arb api3 ada yfii ondo tia uma bonk rune xai celo bsv beam pyth avax trb honk arb pyth ron inj ldo rndr rose eos,Join our thriving trader community today!safe-signals.com$BTC $SOL $ALT $MANTA $SUI $ARB #API3 $ADA $YFII $ONDO $TIA $UMA $BONK $RUNE $XAI $CELO $BSV $BEAM $PYTH $AVAX $TRB $HONK $ARB $PYTH $RON $INJ $LDO $RNDR $ROSE $EOS,02/16/2024,1.0,0.0,0.0,0.0,0.0,1,1,0.6705,1,0.9317055344581604
Learnernoearner,sol tp1 smashed,$SOL TP1 SMASHED❤️,02/15/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,0.7991148829460144
lajose,bro the team is huge active and dedicated the project is in such a good position market is primed big things coming   evermoonsolana evermoon sol,Bro.. The team is huge active and dedicated. The project is in such a good position. Market is primed. Big things coming. @EvermoonSolana #Evermoon #SOL,02/16/2024,0.0,0.0,0.5,0.25,0.25,8,2,0.872,1,0.9905040860176086
Camila_UpdateBR,watch the fomo,watch the fomo,02/15/2024,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0.8981727361679077
allfadirluis,sol sol short scalp trade  entry 1166  1175   targets 1153  1127  108  1005  stoploss 11975  all our trades shared first in our free telegram channel tmefattyfatclub,$SOL #SOL SHORT SCALP TRADEENTRY: 116.6 - 117.5 TARGETS: 115.3 - 112.7 - 108 - 100.5STOPLOSS: 119.75All OUR trades shared first in our free telegram channel t.me/fattyfatclub 🫶🏻,02/15/2024,0.33,0.33,0.0,0.0,0.33,2,1,0.6908,0,0.9194211363792419
shericomoteva,sol sol long trade  entry around 1125  110  targets 1219  168  stoploss 108  10x leverage max,$SOL #SOL LONG TRADEENTRY: AROUND 112.5 - 110TARGETS: 121.9 - 168STOPLOSS: 10810x leverage max🫶🏻,01/07/2024,0.0,0.0,0.0,0.0,1.0,0,1,0.0,0,0.9709412455558777
PACHO_SOL,just a warning post degentrashpanda is no longer an affiliated account of degen trash panda nft collection a clever scavenger snagged it  please refer to degenapeacademy for all official news or my own account as a backup,Just a warning post: @DegenTrashPanda is no longer an affiliated account of Degen Trash Panda NFT collection. A clever scavenger snagged it.Please refer to @DegenApeAcademy for all official news or my own account as a backup.,02/16/2024,0.0,0.25,0.0,0.0,0.75,-1,-2,0.1779,0,0.844937264919281
phantom_weaver,this guy is a real trade guru follow him without moderation   got the wen bottom signal also the myro bottom signal aswell as jup bottom signal what can i add    follow him and thank me later,This guy is a real trade guru follow him without moderation Got the $WEN bottom signal also the $MYRO bottom signal aswell as $JUP bottom signal. What can i add ? Follow him and thank me later,02/15/2024,0.0,0.0,0.0,1.0,0.0,2,1,0.3612,1,0.9690630435943604
BitCoinTarou,tomb raider 2 promotional image 1997,Tomb Raider 2 promotional image 1997.,02/15/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9668431878089905
