username,tweet_text,tweet_raw,date,happy,angry,surprise,sad,fear,afinn,bing,sid,bertweet,bertweet_confidence
solanadoggo,buy now doggosolanaxyz doggo airdrop is now open for 24 hours   drop your solana sol address below follow   rt   every wallet gets guaranteed 500000 doggo   𝑪𝒉𝒆𝒄𝒌 𝒚𝒐𝒖𝒓 𝒘𝒂𝒍𝒍𝒆𝒕𝒔 𝒊𝒏 2 𝑴𝒊𝒏𝒔,BUY NOW: doggosolana.xyz$DOGGO Airdrop is now open for 24 hours 🪂Drop your Solana $SOL address below Follow 🔔 & RT 👇🏻Every wallet gets guaranteed 500000 $DOGGO ⏰𝑪𝒉𝒆𝒄𝒌 𝒚𝒐𝒖𝒓 𝒘𝒂𝒍𝒍𝒆𝒕𝒔 𝒊𝒏 2 𝑴𝒊𝒏𝒔 ⏰,02/17/2024,0.0,0.0,0.0,0.0,1.0,-1,0,-0.2732,0,0.877036988735199
Graycedoll_,on the occasion of sant rampal ji maharajs bodh diwas celebrated on 17th february witness the global dissemination of his spiritual wisdom which has revolutionized countless lives 37th_bodhdiwas_santrampalji 17th february 1988,On the occasion of Sant Rampal Ji Maharajs Bodh Diwas celebrated on 17th February witness the global dissemination of his spiritual wisdom which has revolutionized countless lives.#37th_BodhDiwas_SantRampalJi17th February 1988,02/18/2024,0.0,0.0,0.0,0.0,1.0,3,4,0.7964,1,0.9517813920974731
lelecunha54,quackity streamerawards,#quackity #streamerawards [🕯~🏆],02/18/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,0.6639781594276428
RomeroMarcelo63,welcome to our chatroom for real traders   dscggtradingmkt sol avax sei bonk trb inj tia near btc eth sui data rune ace icp shib dia lunc woo ete ctk auction shib stx iotx mina beam vet ftm hbar,Welcome to our CHATROOM for real traders. 👉 dsc.gg/tradingmkt$SOL $AVAX $SEI $BONK $TRB $INJ $TIA $NEAR $BTC $ETH $SUI $DATA $RUNE $ACE $ICP $SHIB $DIA $LUNC $WOO $ETE $CTK #AUCTION $SHIB $STX $IOTX $MINA $BEAM $VET $FTM $hbar,02/18/2024,0.67,0.0,0.0,0.33,0.0,5,2,0.8555,1,0.7037365436553955
theCryptoHome,hot take  i think retail is finally starting to see how insanely undervalued ada is  ive been saying for months that it is yet to make its major move    the clock is ticking  everything under a dollar is a deal  keep stacking cardano eth sol avax doge btc,Hot take:I think retail is FINALLY starting to see how insanely undervalued $ada is.I’ve been saying for months that it is yet to make its major move.  The clock is ticking.  Everything under a dollar is a deal.  Keep Stacking. #cardano $eth $sol $avax $doge $btc,02/18/2024,0.0,0.0,0.0,0.67,0.33,0,0,0.0,0,0.8287907242774963
Gobkuna,small sol badguy off to the far right and horribly cropped,small sol badguy off to the far right and horribly cropped:,02/18/2024,0.0,0.0,0.0,0.0,1.0,0,1,-0.5267,-1,0.6432625651359558
Nick93266658,thanks to the discord group for the traders    discordggqnqcqqj6bv btc sol alt manta sui arb api3 ada ondo tia uma bonk rune xai celo bsv beam pyth avax trb honk arb pyth ron inj ldo rndr rose eos kava ftm ton osmo gtai,Thanks to the discord group for the traders👇   ✅discord.gg/qnQcqqJ6bv$BTC $SOL $ALT $MANTA $SUI $ARB #API3 $ADA $ONDO $TIA $UMA $BONK $RUNE $XAI $CELO $BSV $BEAM $PYTH $AVAX $TRB $HONK $ARB $PYTH $RON $INJ $LDO $RNDR $ROSE $EOS $KAVA $FTM $TON $OSMO $GTAI,02/18/2024,0.5,0.0,0.5,0.0,0.0,0,-1,0.5423,1,0.9577256441116333
KYUGYEOMNATION,collaboration with ktown4u_com  yugyeom fc global union   preorder trust me yugyeoms 1st full album with the link below   34 discount from fanclub link  free ad in ktown4u coex for 7 days  worldwide shipping   shorturlatmwaln,Collaboration with @Ktown4u_com & YUGYEOM FC GLOBAL UNION! Pre-order “TRUST ME” #YUGYEOM’s 1st Full Album with the link below👇🟢 34% Discount from fanclub link🟡 FREE Ad in Ktown4u COEX for 7 days🟢 Worldwide shipping📌 shorturl.at/mwALN,02/18/2024,0.5,0.0,0.0,0.0,0.5,2,2,0.765,0,0.8360511660575867
BigTimeBlazo,something is coming to nft quest  play for free and win crypto loot playnftquest   retweet and reply to be entered to win 5 sol,Something is coming to NFT Quest...Play for Free and Win Crypto Loot @PlayNFTQuest👑 Retweet and Reply to be entered to win .5 $SOL,02/16/2024,0.33,0.0,0.33,0.0,0.33,9,2,0.9231,0,0.6098916530609131
RealSachinJi,37th_bodhdiwas_santrampalji 17th february 1988,#37th_BodhDiwas_SantRampalJi17th February 1988,02/17/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9633572697639465
AOMGOFFICIAL,유겸 yugyeom ㅤ concept photo  greenigot7 ver ㅤ first album trust me 2024 2 21 wed 6pm kst aomgofficiallnktotrustme_ ㅤㅤ yugyeom 유겸 yugyeom 일분만 1minute trustme 트러스트미 aomg,[유겸 (YUGYEOM)]ㅤConcept Photo - GREEN(IGOT7) ver.ㅤFIRST ALBUM [TRUST ME]2024. 2. 21. WED. 6PM (KST)aomgofficial.lnk.to/TRUSTME_…ㅤㅤ@yugyeom #유겸 #YUGYEOM#일분만 #1MINUTE#TRUSTME #트러스트미#AOMG,02/18/2024,0.0,0.0,0.0,0.0,1.0,1,1,0.5106,0,0.8486591577529907
missjnet,grab free trading alerts on telegram  safesignalsorg uma sol api3 link arb sui tia sei btc xrp link xai bnb manta ltc sui rlc pyth ondo bonk savm myro ace saros chz ron akt grt axs astr mana sc,Grab free trading alerts on Telegram.safe-signals.org$UMA $SOL #API3 $LINK $ARB $SUI $TIA $SEI $BTC $XRP $LINK $XAI $BNB $MANTA $LTC $SUI $RLC $PYTH $ONDO $BONK $SAVM $MYRO $ACE $SAROS $CHZ $RON $AKT $GRT $AXS $ASTR $MANA $SC,02/18/2024,1.0,0.0,0.0,0.0,0.0,1,1,0.765,0,0.878639280796051
msnina,a free trial member jumped on some analyst entry alerts yielding him over 1600 in total profits discordggkqx3apajnn btc eth fdusd sol bnb arb manta sui alt op sei tia bonk ondo ark pyth uma trb ordi savm tao honk myro sats cfx akt ens hnt,A FREE trial member jumped on some analyst entry alerts yielding him over 1600% in total profits!👇 📷👉discord.gg/kQx3APajNN$BTC $ETH $FDUSD $SOL $BNB $ARB $MANTA $SUI $ALT $OP $SEI $TIA $BONK $ONDO $ARK $PYTH $UMA $TRB $ORDI $SAVM $TAO $HONK $MYRO $SATS $CFX $AKT $ENS $HNT,02/17/2024,0.33,0.0,0.33,0.0,0.33,1,1,0.8591,0,0.6119987368583679
wersman2,alerts updates and free trading analysis join our community  topmarketerisgreatnet btc eth vra maha luna ada ppay xpr bepro coti doge sol ftm one shib,Alerts updates and free trading analysis join our community topmarketer.is-great.net$BTC $ETH $VRA $MAHA $LUNA $ADA $PPAY $XPR $BEPRO $COTI $DOGE $SOL $FTM $ONE $SHIB,02/17/2024,0.5,0.0,0.0,0.0,0.5,2,1,0.6705,1,0.6538566946983337
jeaci3,them,THEM,02/18/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.8799779415130615
MIKEosophy,free trading alerts in our telegram group  safesignalsorg usdd bgb hnt xdc cfx sui beam bonk xec fxs chz pepe cake rpl crv btc eth sol bnb,Free trading alerts in our Telegram group.safe-signals.org$USDD $BGB $HNT $XDC $CFX $SUI $BEAM $BONK $XEC $FXS $CHZ $PEPE $CAKE $RPL $CRV $BTC $ETH $SOL $BNB,02/18/2024,0.67,0.0,0.33,0.0,0.0,1,1,0.5106,0,0.8849765658378601
Nick93266658,a free trial member saw 305 in profits following our analysts welltimed entry alert on omgdiscordggqnqcqqj6bv btc sol alt manta sui arb api3 ada ondo tia uma bonk rune xai celo bsv beam pyth avax trb honk arb pyth ron inj ldo rndr rose eos,A FREE trial member saw 305% in profits following our analysts well-timed ENTRY alert on $OMG!✅discord.gg/qnQcqqJ6bv$BTC $SOL $ALT $MANTA $SUI $ARB #API3 $ADA $ONDO $TIA $UMA $BONK $RUNE $XAI $CELO $BSV $BEAM $PYTH $AVAX $TRB $HONK $ARB $PYTH $RON $INJ $LDO $RNDR $ROSE $EOS,02/18/2024,0.67,0.0,0.0,0.0,0.33,0,1,0.8934,0,0.7607602477073669
sahouraxo,this isnt war this is genocide   repeat it spread it let the world know,This isn’t war. This is genocide. Repeat it. Spread it. Let the world know.,02/17/2024,0.0,0.0,0.0,0.0,1.0,-2,-1,0.4847,-1,0.9621049165725708
Adiletpin,37th_bodhdiwas_santrampalji  17th february 1988,#37th_BodhDiwas_SantRampalJi17th February 1988,02/17/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9633572697639465
astrk4iser,blknoiz06 we running wynn back on sports mode,@blknoiz06 we running $WYNN back on sports mode?,02/18/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9597692489624023
stfulie,day 3what impressed you about brightrpp   a gentleman is as warm and moist as jade brightrpp brightrapheephong ไบรทรพพงศ solbright 10dayswithbrightrpp,Day 3：What impressed you about Brightrpp? A gentleman is as warm and moist as jade.#brightrpp #BrightRapheephong #ไบร์ทรพีพงศ์ #SOLBright#10DaysWithBrightrpp,02/18/2024,0.5,0.0,0.0,0.25,0.25,4,2,0.6124,1,0.6984071731567383
ashqckitoier,1 winner sol 30 mins     rt  interact my last post,1 Winner $SOL ⚡30 Mins!  ⏰- RT / Interact my last post👇🏻,02/18/2024,0.0,0.0,0.0,0.0,0.0,4,2,0.5859,0,0.8924403190612793
Solana_Emperor,न_जनम_न_मर  kabir saheb left this mortal world after completing his 120 years of divine act in kashi with body leaving behind fragrant flowers only  कबर परमशवर नरवण दवस,#न_जन्मा_न_मराKabir Saheb left this mortal world after completing His 120 years of divine act in Kashi with body leaving behind fragrant flowers only.कबीर परमेश्वर निर्वाण दिवस,02/18/2024,0.0,0.0,0.0,0.0,1.0,0,2,0.5574,0,0.932679295539856
sugadboy,airdrop platform sunlitsolana is going to send out airdrops with 80 of the platforms token being airdropped  airdrop of 1000000 snts in 48 hours worth following  to enter 1 follow me  snts_solana_sol  2 like rt  tag 3 friends,Airdrop platform #SunlitSolana is going to send out airdrops with 80% of the platforms Token being airdropped;Airdrop of 1000000 $SNTS in 48 hours worth following;To Enter:1⃣ Follow me & @snts_solana_sol 2⃣ Like RT & Tag 3 Friends,02/17/2024,0.33,0.0,0.0,0.0,0.67,4,3,0.7579,0,0.7324069142341614
stokerspiece,curious what tonybet_ is doing with the 4 transfer fee when we withdraw isol from staking lucidpunks   probably just pumping isol with more liquidity and supporting more sol projects through the defi index fund,Curious what @TonyBet_ is doing with the 4% transfer fee when we withdraw $iSOL from staking @LucidPunks 👀Probably just pumping $iSOL with more liquidity and supporting more $SOL projects through the defi index fund 🤝,02/18/2024,0.0,0.0,0.4,0.0,0.6,2,1,0.6666,0,0.9558471441268921
0xJames_K,how about restarting it with nuts in the core kekek,how about restarting it with $nuts in the core? kekek,02/18/2024,0.0,0.0,0.0,0.0,0.0,-3,0,-0.3182,0,0.9204584360122681
cxldr3,glad ridge racin gettin more love  honestly some of my best songs i had fun making,glad ridge racin gettin more lovehonestly some of my best songs I had fun making,02/17/2024,0.75,0.0,0.0,0.25,0.0,13,4,0.96,1,0.9927727580070496
NOYSWORLD,tysm  youre too sweet,tysm 🙁🙁 youre too sweet,02/16/2024,0.0,0.0,0.0,0.0,0.0,2,1,0.4588,1,0.9908285140991211
Flurry2011,truly going back to better games like animal crossing,truly going back to better games like animal crossing,02/18/2024,0.0,1.0,0.0,0.0,0.0,4,2,0.8074,1,0.9773858785629272
Eco1_LVM,37th_bodhdiwas_santrampalji on the occasion of the enlightenment day of saint rampal ji maharaj the great man who brought sat yug in kalyug a huge bhandara is being organized in 10 satlok ashrams on 1720th february in which the whole world is invited 17th february 1988,#37th_BodhDiwas_SantRampalJiOn the occasion of the enlightenment day of Saint Rampal Ji Maharaj the great man who brought Sat yug in Kalyug a huge Bhandara is being organized in 10 Satlok Ashrams on 17-20th February in which the whole world is invited.17th February 1988,02/17/2024,0.4,0.0,0.0,0.2,0.4,4,3,0.7506,1,0.8111571669578552
Mar_Sol_60,1 winner sol 30 mins     rt  interact my last post,1 Winner $SOL ⚡30 Mins!  ⏰- RT / Interact my last post👇🏻,02/18/2024,0.0,0.0,0.0,0.0,0.0,4,2,0.5859,0,0.8924403190612793
nobluetiger,ready to ascend to new heights in crypto join our discord for elevating trading signals  discordggkqx3apajnn btc eth fdusd sol bnb arb manta sui alt op sei tia bonk ondo ark pyth uma trb ordi savm tao honk myro sats cfx akt ens hnt near,Ready to ascend to new heights in crypto? Join our Discord for elevating trading signals!👇 📷👉discord.gg/kQx3APajNN$BTC $ETH $FDUSD $SOL $BNB $ARB $MANTA $SUI $ALT $OP $SEI $TIA $BONK $ONDO $ARK $PYTH $UMA $TRB $ORDI $SAVM $TAO $HONK $MYRO $SATS $CFX $AKT $ENS $HNT $NEAR,02/18/2024,0.5,0.0,0.0,0.5,0.0,-1,0,0.6486,1,0.9072318077087402
DjPedroSampaio,this isnt a production photo he simply exists,this isn’t a production photo. He simply exists.,02/17/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9467361569404602
MoriartyCrypto,was this true before you had achieved end goal wealth,Was this true before you had achieved end goal wealth?,02/18/2024,0.0,0.0,0.0,0.0,0.0,3,0,0.7184,0,0.9595345258712769
historyinmemes,maradona preparing for the world cup 94,Maradona preparing for the World Cup 94,02/17/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.918834388256073
Solana_Emperor,airdrop platform sunlitsolana is going to send out airdrops with 80 of the platforms token being airdropped  airdrop of 1000000 snts in 48 hours worth following  to enter 1 follow me  snts_solana_sol  2 like rt  tag 3 friends,Airdrop platform #SunlitSolana is going to send out airdrops with 80% of the platforms Token being airdropped;Airdrop of 1000000 $SNTS in 48 hours worth following;To Enter:1⃣ Follow me & @snts_solana_sol 2⃣ Like RT & Tag 3 Friends,02/18/2024,0.33,0.0,0.0,0.0,0.67,4,3,0.7579,0,0.7324069142341614
h0nkl3r_,mcap is coming for gme to finish the job,#MCAP IS COMING FOR #GME TO FINISH THE JOB,02/18/2024,0.0,0.0,0.5,0.0,0.5,0,0,0.0,0,0.882516622543335
expertopinion01,money for bread are made even before the bakers open the shop   binance futures sol usdt all takeprofit targets achieved  profit 1016949  period 5 days 8 hours 46 minutes,Money for bread are made even before the bakers open the shop 🤝💴Binance Futures$SOL/ $USDT All take-profit targets achieved 😎Profit: 101.6949% 📈Period: 5 Days 8 Hours 46 Minutes ⏰,02/18/2024,0.2,0.0,0.0,0.2,0.6,0,0,0.4404,0,0.545538067817688
whyrev,i feel bad for the people who werent there like were never seeing something like this ever again,I feel bad for the people who weren’t there like we’re never seeing something like this ever again,02/17/2024,0.0,0.0,0.0,0.0,0.0,1,1,-0.7731,-1,0.9310382604598999
notgwendalupe,experience the power of our expert crypto trades in our discord join now  discordggqnqcqqj6bv sol trb ordi sei op bch movr bsv edu xvs bora polyx ray,Experience the power of our expert crypto trades in our Discord. Join now! 👉 discord.gg/qnQcqqJ6bv$SOL $TRB $ORDI $SEI $OP $BCH $MOVR $BSV $EDU $XVS $BORA $POLYX $RAY,02/17/2024,0.0,1.0,0.0,0.0,0.0,-1,-1,-0.128,1,0.8644798994064331
jxstnicky11,park bom 박봄 performing do re mi fa sol on genies play color 2021,Park Bom 박봄 performing “Do Re Mi Fa Sol” on Genie’s Play Color. (2021),02/18/2024,0.0,0.0,0.0,0.33,0.67,0,0,0.34,0,0.9676873683929443
MijpVzla,something is coming to nft quest  play for free and win crypto loot playnftquest   retweet and reply to be entered to win 5 sol,Something is coming to NFT Quest...Play for Free and Win Crypto Loot @PlayNFTQuest👑 Retweet and Reply to be entered to win .5 $SOL,02/17/2024,0.33,0.0,0.33,0.0,0.33,9,2,0.9231,0,0.6098916530609131
tortondo,fact,Fact!! 🤎🤍,02/16/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.8514424562454224
cheriofhilarion,this spreads unnecessary fears and misconceptions about ai studios develop their own ai tools to help speedup processes that are tedious and time consuming klaus is another example that used ai in order to achieve their unique style,this spreads unnecessary fears and misconceptions about ai. studios develop their own ai tools to help speedup processes that are tedious and time consuming. klaus is another example that used ai in order to achieve their unique style,02/18/2024,0.0,0.0,0.0,0.25,0.75,2,-4,-0.0258,0,0.7791516184806824
mojabiNft,first 345 solana wallets gets a guaranteed airdrop yes for real  drop your sol address       follow   check your wallet in 24 hours  solana solanaairdrop,First 345 Solana wallets gets a guaranteed Airdrop (yes for real)Drop your $SOL address 👇🏻💟 & 🔁 + Follow 🔔Check your wallet in 24 hours#Solana #SolanaAirdrop,02/18/2024,0.0,0.0,0.0,1.0,0.0,0,0,0.1531,1,0.6621686816215515
NovaDEX_io,papo is the new meta on sol sending hard,$PAPO is the new meta on $SOL. Sending hard.,02/09/2024,0.0,0.5,0.0,0.0,0.5,-1,-1,-0.1027,0,0.8964638710021973
Notshawnpower,for the first time ever i woke up to moon in sol after sleeping on my bags papo,For the first time ever I woke up to moon in SOL after sleeping on my bags #PAPO,02/18/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.8920589089393616
General_Malik26,come on sai ape rose community is building,Come on sai ape $rose community is building,02/18/2024,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,0.6216861605644226
