username,tweet_text,tweet_raw,date,happy,angry,surprise,sad,fear,afinn,bing,sid,bertweet,bertweet_confidence
leolazyman,hes such a bad bitch tho,Hes such a bad bitch tho,02/12/2024,0.0,0.0,0.0,0.0,0.0,-8,-2,-0.8074,-1,0.9720720052719116
PRTIMES_STUP,we launch monkey club nft sale  only 500 nft supply   get mbc token rewards for staking nft and awesome alpha tools   public sale on 16 february   enter presale for just 01 sol  apphelioxmonkeyclub   get whitelist for 02 sol  zealyiocmadbearsclub,🎁 We launch Monkey Club NFT sale!🎗️Only 500 NFT supply!🔥 Get MBC token rewards for staking NFT and awesome alpha tools!🚨 Public sale on 16 February!👑 Enter presale for just 0.1 SOL - app.hel.io/x/monkey-club🏵️ Get whitelist for 0.2 SOL - zealy.io/c/madbearsclub/,02/12/2024,0.0,0.0,0.33,0.0,0.67,6,1,0.802,1,0.7729213833808899
Sol_Skip27,announcement  mint date 11th march 2024  mint price  artist  free  whitelist  25 sol  public  35 sol  see you then    eons team,🆘️ANNOUNCEMENT🆘️MINT DATE: 11TH MARCH 2024MINT PRICEARTIST : FREEWHITELIST : 2.5 SOLPUBLIC : 3.5 SOLSEE YOU THEN - EONS TEAM,02/12/2024,1.0,0.0,0.0,0.0,0.0,1,1,0.5106,0,0.9456588625907898
TitanTokens,chex coming to sol lfg,$CHEX coming to $SOL lfg 🚀🚀,02/11/2024,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0.9497904181480408
NicolasFramont,you spend months driving people south you announce it is the only safe zone you kettle the people there and then you attack them by air and land that is textbook genocide and anyone who denies it is a genocide supporter,You spend months driving people south. You announce it is the only safe zone. You kettle the people there. And then you attack them by air and land. That is textbook genocide and anyone who denies it is a genocide supporter.,02/11/2024,0.0,0.0,0.0,0.0,1.0,-1,-2,-0.2263,-1,0.9574189186096191
rofltoken,drop your sol address   1 follow rofltoken  2 join tmerofltoken 3 retweet  tag 3 friends  solanaairdrop solanamemecoin solanaseason wen jup,Drop your $SOL Address 1. Follow: @rofltoken 2. Join: t.me/ROFLTOKEN3. Retweet + Tag 3 Friends#SolanaAirdrop #SolanaMemecoin #Solanaseason $WEN $JUP,02/11/2024,1.0,0.0,0.0,0.0,0.0,0,1,0.4939,0,0.9181262254714966
CNahmani,atrium airdrop open for 12 hours   drop your solana sol address below follow   rt   every wallet gets 10000000 atrium,$ATRIUM Airdrop open for 12 hours 🪂Drop your Solana $SOL address below Follow 🔔 & RT 👇🏻Every wallet gets 10000000 $ATRIUM,02/12/2024,0.0,0.0,0.0,0.0,1.0,-1,0,-0.2732,0,0.912749707698822
CNEWS,we launch monkey club nft sale  only 500 nft supply   get mbc token rewards for staking nft and awesome alpha tools   public sale on 16 february   enter presale for just 01 sol  apphelioxmonkeyclub   get whitelist for 02 sol  zealyiocmadbearsclub,🎁 We launch Monkey Club NFT sale!🎗️Only 500 NFT supply!🔥 Get MBC token rewards for staking NFT and awesome alpha tools!🚨 Public sale on 16 February!👑 Enter presale for just 0.1 SOL - app.hel.io/x/monkey-club🏵️ Get whitelist for 0.2 SOL - zealy.io/c/madbearsclub/,02/11/2024,0.0,0.0,0.33,0.0,0.67,6,1,0.802,1,0.7729213833808899
CRYPTOTECH010,thanks to the discord group for the traders     discordggxcwzmgrvyd btc sol alt manta sui arb api3 ada yfii ondo tia uma bonk rune xai celo bsv beam pyth avax trb honk arb pyth ron inj ldo rndr rose eos kava,Thanks to the discord group for the traders👇    ✅discord.gg/XcwzMGRVyd$BTC $SOL $ALT $MANTA $SUI $ARB #API3 $ADA $YFII $ONDO $TIA $UMA $BONK $RUNE $XAI $CELO $BSV $BEAM $PYTH $AVAX $TRB $HONK $ARB $PYTH $RON $INJ $LDO $RNDR $ROSE $EOS $KAVA,02/12/2024,0.5,0.0,0.5,0.0,0.0,0,-1,0.5423,1,0.960412859916687
CatWRLDonSOL,first 450 solana wallets gets a guaranteed airdrop yes for real  drop your sol address       follow   check your wallet in 24 hours  solana solanaairdrop,First 450 Solana wallets gets a guaranteed Airdrop (yes for real)Drop your $SOL address 👇🏻💟 & 🔁 + Follow 🔔Check your wallet in 24 hours#Solana #SolanaAirdrop,02/11/2024,0.0,0.0,0.0,1.0,0.0,0,0,0.1531,1,0.6809084415435791
ly_sommi97,were sending total of 10000 sol to the first 1500 people who follow and retweet   drop your sol wallet address,Were sending total of 100.00 $SOL to the first 1500 people who follow and retweet💵💵💵 Drop your #SOL wallet address,02/11/2024,0.0,0.0,0.0,0.0,1.0,-1,0,-0.2732,0,0.8669813275337219
nmls2328,atrium airdrop open for 12 hours   drop your solana sol address below follow   rt   every wallet gets 10000000 atrium,$ATRIUM Airdrop open for 12 hours 🪂Drop your Solana $SOL address below Follow 🔔 & RT 👇🏻Every wallet gets 10000000 $ATRIUM,02/11/2024,0.0,0.0,0.0,0.0,1.0,-1,0,-0.2732,0,0.912749707698822
carizmaticky,major play of the year trump on sol,Major play of the year. $trump on sol,02/12/2024,0.0,0.0,0.5,0.0,0.5,0,1,0.34,0,0.9063271880149841
pnvsxx,welcome to our chatroom for real traders   dscggtradingmkt sol avax sei bonk trb inj tia near btc eth sui data rune ace icp shib dia lunc woo ete ctk auction shib stx iotx mina beam vet ftm hbar,Welcome to our CHATROOM for real traders. 👉 dsc.gg/tradingmkt$SOL $AVAX $SEI $BONK $TRB $INJ $TIA $NEAR $BTC $ETH $SUI $DATA $RUNE $ACE $ICP $SHIB $DIA $LUNC $WOO $ETE $CTK #AUCTION $SHIB $STX $IOTX $MINA $BEAM $VET $FTM $hbar,02/11/2024,0.67,0.0,0.0,0.33,0.0,5,2,0.8555,1,0.7037365436553955
FallingTearsC,how wanna give a home to the next edition   now only   45 dont miss it fam years get yours fam   05 sol  also rts appreciated a lot fam,How wanna give a home to the next edition 🤟🙏🏼👀👀👀👇Now Only 4/5 dont miss it fam years get yours fam .0.5 $SOL Also RTs appreciated a lot fam,02/09/2024,0.17,0.0,0.0,0.67,0.17,0,0,0.5781,1,0.8152216672897339
FallingTearsC,crypto30 index 15209  it tracks the top 30 cryptos excluding stablecoins and wraps scaled down by 10b crypto30 btc eth bnb sol xrp ada avax link doge trx,Crypto30 Index: 1520.9It tracks the top 30 cryptos (excluding stablecoins and wraps) scaled down by 10B. #Crypto30 #BTC #ETH #BNB #SOL #XRP #ADA #AVAX #LINK #DOGE #TRX,02/08/2024,0.0,0.0,1.0,0.0,0.0,2,1,0.2023,0,0.9332661628723145
