username,tweet_text,tweet_raw,date,happy,angry,surprise,sad,fear,afinn,bing,sid,bertweet,bertweet_confidence
Randomguy_sol,naaah that one is so sick,Naaah that one is so sick,01/19/2024,0.0,0.0,0.0,1.0,0.0,-2,-1,-0.6418,-1,0.933517336845398
sol_breckman,reward 5 ish sol if you find this bitchass  lmk pls i love him bad,REWARD: $5 (ish) Sol if you find this bitchasslmk pls I love him $bad,01/18/2024,1.0,0.0,0.0,0.0,0.0,2,1,0.6908,-1,0.8269525170326233
BADogSol,best team chinu,Best Team Chinu 🚀 🚀 🚀 🚀 🚀 🚀 🚀,01/19/2024,0.0,0.0,0.0,0.0,0.0,3,1,0.6369,1,0.9830138683319092
CardanoMr,redefining artistry one beat at a time   1202024,Redefining artistry one beat at a time.  1.20.2024,01/19/2024,0.0,0.0,1.0,0.0,0.0,0,0,0.0,1,0.7897154092788696
Lashoane,solphendukaa this is what sol is saying,@Solphendukaa This is what Sol is saying,01/18/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9682403802871704
MagaCoinSol,trump airdrop open   drop your sol address   turn notis on   check your wallet in 24 hours,$TRUMP Airdrop Open 🪂Drop your $SOL Address 👇🏻Turn notis on 🔔Check your Wallet in 24 Hours 🇺🇸,01/18/2024,0.0,0.0,0.67,0.0,0.33,-1,1,-0.2732,0,0.8380856513977051
JoshCullen_s,package includes nocturnal shirt diurnal shirt cap enamel pin signed photocard signed premium box,Package includes: Nocturnal Shirt Diurnal Shirt Cap Enamel Pin Signed Photocard Signed Premium Box,01/18/2024,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.9474192261695862
dubzyxbt,all you have to do is hold your crypto instead of panic selling  you really think sol is going to zero ngmi,All you have to do is hold your crypto instead of panic selling.You really think $SOL is going to zero? ngmi,01/19/2024,0.0,0.0,0.0,0.0,1.0,-3,-1,-0.5106,0,0.8920873999595642
kvsbum,silakbo  a filo taekookau  a sudden outbreak of a zombie disease astounded the people in tierra del sol it was the last thing they expected thats where atlas  jjk  and devion  th  met  and if we only live once   i wanna live with you,SILAKBO— a filo #taekookaua sudden outbreak of a zombie disease astounded the people in tierra del sol. it was the last thing they expected. thats where atlas ( jjk ) and devion ( th ) met.“and if we only live once...”“... i wanna live with you.”,12/04/2021,0.25,0.0,0.5,0.25,0.0,3,-1,0.4215,0,0.6113005876541138
sol_nico20,g to the m kng_ugo,G to the M Kng_UGO 🦍 🧡,01/19/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9432855248451233
LittleBirbMame,5000000000 exp airdrop among everyone who follow  retweet   be fast comment your sol address   check your wallet in 24 hours,5000000000 $EXP airdrop among everyone who Follow & Retweet 🟢Be fast. Comment your $SOL address 👇Check your wallet in 24 hours ⏰,11/12/2023,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.9090961813926697
Hedge_Finance,the hotd sentence is  hedge_finance distributed over 2600 to hedge  babyhedge holders yesterday i want my piece of revshare today  1 hold 1000 hedge tokens 2 3 comment with the sentence  your sol wallet 4 5 of the total revenue sharing of the day to win,The HotD sentence is:@Hedge_Finance distributed over $2600 to $HEDGE & #BabyHedge holders yesterday. I want my piece of #revshare today!1⃣ Hold 1000+ HEDGE tokens2⃣🔁&❤️3⃣ Comment with the sentence & your $SOL wallet4⃣ 5% of the total Revenue Sharing of the day to win,01/19/2024,0.33,0.0,0.0,0.0,0.67,1,0,0.8176,0,0.9118062853813171
BADogSol,reward 5 ish sol if you find this bitchass  lmk pls i love him bad,REWARD: $5 (ish) Sol if you find this bitchasslmk pls I love him $bad,01/19/2024,1.0,0.0,0.0,0.0,0.0,2,1,0.6908,-1,0.8269525170326233
felipsuperior,flyyy is out now  playertwolnktoflyyy,FLYYY IS OUT NOW!playertwo.lnk.to/FLYYY,01/18/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9269890785217285
Nhtbyr,happy friday   fill the weekend with color  sensory equipoise  22 sol rev 11  exchgart   link below,Happy Friday🍻 Fill the weekend with color🎨“Sensory Equipoise”2.2 Sol. Rev. 1/1  @exchgART Link below👇🏼,01/19/2024,0.33,0.0,0.0,0.33,0.33,3,1,0.5719,1,0.9843072295188904
PurpJezusJuice,giveaway  48 hrs   1 x transolvania_ nft  048 sol currently  1 winner  to enter follow me like rt comment tell somebody you love them  gl mfers,🚨GIVEAWAY - 48 HRS 🚨🏆1 x @Transolvania_ NFT ( ~0.48 SOL currently )🏆1 WINNERTo Enter:✅Follow me✅LIKE RT COMMENT✅Tell somebody you love themGL MFERS,01/18/2024,1.0,0.0,0.0,0.0,0.0,9,5,0.9153,1,0.7578504085540771
BoredApeSolClub,solana nft giveaway basc 2449 4 sol  rules for entry 1 follow basc_suitsdao 2 follow basc_zombiedao 3 follow roboxdao  4 follow goosethebayc 5 retweet  tag 2 friends  winner selected 48 hours  giveaway sponsor dak_daze,Solana NFT GiveawayBASC #2449 (4 SOL)Rules For Entry:1) Follow @BASC_SuitsDAO2) Follow @BASC_ZombieDAO3) Follow @RoboXDao 4) Follow @GooseTheBAYC5) Retweet & Tag 2 FriendsWinner Selected 48 HoursGiveaway Sponsor: @dak_daze,01/19/2024,0.5,0.0,0.0,0.0,0.5,4,2,0.7845,0,0.9128928780555725
Randomguy_sol,about time   had to convince the founder,About time 😂Had to convince the founder 🤣,01/19/2024,0.0,0.0,0.0,0.0,0.0,1,0,0.25,0,0.9571730494499207
SOL_Circus,the congressman is correct byrondonalds,The Congressman is correct! @ByronDonalds,01/19/2024,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1,0.6402490139007568
TheLeoTerrell,the hotd sentence is  hedge_finance distributed over 2600 to hedge  babyhedge holders yesterday i want my piece of revshare today  1 hold 1000 hedge tokens 2 3 comment with the sentence  your sol wallet 4 5 of the total revenue sharing of the day to win,The HotD sentence is:@Hedge_Finance distributed over $2600 to $HEDGE & #BabyHedge holders yesterday. I want my piece of #revshare today!1⃣ Hold 1000+ HEDGE tokens2⃣🔁&❤️3⃣ Comment with the sentence & your $SOL wallet4⃣ 5% of the total Revenue Sharing of the day to win,01/19/2024,0.33,0.0,0.0,0.0,0.67,1,0,0.8176,0,0.9118062853813171
ChuckCallesto,swif presale is now live    send sol to  4guzfjtu19xuuqceu2j4cuxvv4g8gcvagxvtnnjtilrq  max 15 sol min 05 sol  rt  drop your sol wallets  if you havent  web satoshiwifhatvip tg tmesatoshiwifhatportal,$SWIF PRESALE IS NOW LIVE ! 🟢SEND SOL TO: 4guZFJTU19xuUqcEu2J4CuXVV4g8GcVaGxVTNNJTiLrQMax: 15 SOL Min 0.5 SOLRT & drop your $SOL wallets 👇 if you haventweb: satoshiwifhat.vip/Tg: t.me/Satoshiwifhatportal,01/18/2024,0.0,0.0,0.0,0.0,1.0,-1,0,-0.2732,0,0.8876124024391174
